昵称,性别,时间,点赞,评论,IP属地,二级评论条数,二级评论等级,uid,rpid
烟火易冷不加冰,保密,2024-11-12 09:21:54,0,,湖南,81,回复 @Yi想吃不想胖 :还在剪，估计囤了一堆[笑哭][笑哭],5,1764857664,246617868993
衑酱,保密,2024-11-12 09:23:17,0,,四川,81,真好,5,14952107,246929429616
西柚JC-Tannnnnn,保密,2024-11-12 09:24:55,0,,湖南,81,喜欢，哈哈哈哈哈哈哈,4,349952933,246929354688
Forever彡不弃,男,2024-11-12 09:31:14,0,,英国,81,哈哈哈哈,6,485611232,246929963744
thewwind,保密,2024-11-12 09:32:57,0,,四川,81,从第一个视频开始 每隔半个小时就更新一条视频直到零点的话 太酷辣,4,253805063,246618581265
穆子杰,保密,2024-11-12 09:40:35,0,,山东,81,好几年的存量啊[吃瓜]，怎么不得百八十个视频啊,6,296490949,246930610304
麻辣燙好吃嗎,女,2024-11-12 09:48:30,0,,广东,81,看了你去看她主页居然还有一个  我的天 真是太幸福了,6,294631005,246931243760
秦月历险记,保密,2024-11-12 09:50:13,11,,江苏,81,回复 @Arazr麒 :还有还在剪！,4,1607309307,246931455248
吃个桃桃嘿嘿,女,2024-11-12 09:51:59,0,,四川,81,我同意[嗑瓜子],6,21109998,246619747137
大果滋,女,2024-11-12 10:00:31,0,,江苏,81,求拉,5,11670285,246620496929
五条凳,保密,2024-11-12 10:11:40,0,,广西,81,估计存了不少视频了[笑哭],6,6674597,246621313809
头像是个好_东西,保密,2024-11-12 10:13:23,0,,广东,81,呃，你关注他几年了？,5,525884393,246621527249
爱吃油炸肉,保密,2024-11-12 10:29:27,1,,云南,81,"应该拍了一大堆存货了，就等今天了,！",6,245901834,246934534576
梦呓念卿,男,2024-11-12 10:42:49,0,,上海,81,攒了这么多年，不得一口让你吃饱[doge_金箍],6,436414,246935765200
嘀哩嗒嗒哔哔哔,保密,2024-11-12 10:43:22,0,,上海,81,好事成双~~[福到了],4,343016349,246935781936
大宝贝在哪里,保密,2024-11-12 10:59:50,0,,福建,81,腹泻式更新是啥意思啊,5,482114094,246625236753
浮动萤火,保密,2024-11-12 11:04:41,2,,江苏,81,回复 @Arazr麒 :[吃瓜]你不知道双黄已经是腹泻了,4,344646070,246625566865
Arazr麒,保密,2024-11-12 11:15:23,2,,浙江,81,回复 @浮动萤火 :什么时候四级号都能纠正b站现象了[疑惑]腹泻式更新比较早也最标准的是刚入驻的籽岷，一天搬运几十个以前的视频，动态里翻过去全是他，双黄算不上,6,178448470,246626562849
用时间忘记一切,保密,2024-11-12 11:33:14,0,,安徽,81,不太文雅的表达[笑哭]不过确实有点贴切,5,443063763,246627821489
浮动萤火,保密,2024-11-12 12:46:10,1,,江苏,81,回复 @Arazr麒 :你要不要看看她以往更新视频的周期，还有现在都b站早就不是以前那个二次元b站了，我大号入坑虽晚起码也在16年，对你这种老用户嗤之以鼻，或者我可以理解为你都优越感来源于你没有两个手机号注册B站[吃瓜]这么自卑还破防 回去重修弹幕礼仪,4,344646070,246633573137
Arazr麒,保密,2024-11-12 13:03:13,2,,浙江,81,回复 @浮动萤火 : [鹿野灸_啊哈哈]足够稳定为什么要两个账号，给自己账号刷点赞吗，入坑在16年不知道腹泻式更新的定义还乱指正，我对你这种“老”用户才嗤之以鼻吧，捧着你的西瓜嘲讽一边玩去吧，另外这里是评论区，用的是社区秩序哈，引用不当再指正一次,6,178448470,246634827121
Arazr麒,保密,2024-11-12 13:09:26,0,,浙江,81,回复 @浮动萤火 : 就事论事，论周期的话，白鼠前两年回来争一个百大也没被称为腹泻式更新，因为也是有间隔的更新，腹泻式就是短时间高频次，间隔这么久发（虽然是有无良mcn的官司问题）叫诈尸、爷青回，发两个我才用了个双黄,6,178448470,246635395985
浮动萤火,保密,2024-11-12 13:12:40,0,,江苏,81,回复 @Arazr麒 :要求不要那么严[吃瓜]以年为周期的月更up一小时两视频已经很腹泻了，我不知道哪句话让你觉得杠了,4,344646070,246635764721
Arazr麒,保密,2024-11-12 13:16:45,2,,浙江,81,回复 @浮动萤火 :指正被反指正说别人自卑破防的是你，说要求不严现在平和委屈的也是你[喵来啦_哎]你开心好了,6,178448470,246636014305
浮动萤火,保密,2024-11-12 13:19:04,0,,江苏,81,确实，毕竟我没有对不起谁，该抬的杠你也抬了，别不开心啊[吃瓜],4,344646070,246636063937
雲烟_成雨,保密,2024-11-12 13:40:19,0,,江西,81,上一个视频是去年拍的  肯定有存货的,5,338298586,246637865473
Lune纯粹,男,2024-11-12 13:46:14,0,,四川,81,就是哈   21年停更，现在都3年多了,6,94370538,246950885008
金小姐不吃苹果,保密,2024-11-13 01:11:55,0,,河北,81,虽然用词不太雅，能理解你的心情,3,2125509958,246665373825
勇敢牛牛咯,保密,2024-11-13 03:27:12,0,,湖南,81,便秘式评论[doge_金箍],3,3546639438449474,246672934001
阿狸是个小兔子,保密,2024-11-13 04:01:31,0,,浙江,81,就你会说是吧[脱单doge],5,52878635,246989585472
欧阳乐纯,保密,2024-11-13 04:51:24,0,,湖南,81,又更新了[doge],6,383405636,246993745104
正焕呐丶,男,2024-11-13 05:16:42,0,,重庆,81,回复 @Arazr麒 :第三波来了[tv_doge],5,412859183,246681294657
红辣椒Moon,女,2024-11-14 02:45:11,0,,湖北,81,不，是窜稀式[doge_金箍],5,22029488,247067702464
飞云乱度,男,2024-11-17 14:58:35,0,,四川,81,职业病问一句：真的不存在违规占用农用地扩大宅基地的问题吗？,5,422726111,247388919040
若梦无心,保密,2024-11-12 09:01:02,4302,啊？两期连发？,湖南,49,,6,433777151,246616350481
老夫献丑了,保密,2024-11-12 12:59:25,324,,湖南,49,说明囤货多着呢，有的看了[打call],6,93683994,246634583217
我是牢非酋,保密,2024-11-12 13:42:49,632,,湖南,49,存货，停播这么久肯定录了很多没发,4,3546590964877797,246638015153
绝地吃鸡48,保密,2024-11-12 13:47:15,147,,广东,49,账号拿回来了么,6,22731107,246950868832
战刀出鞘,保密,2024-11-12 14:20:41,814,,山东,49,回复 @绝地吃鸡48 :应该是解决了，以她的脾气没解决不会更新的，不然也不会停更这么久,5,284941794,246641179489
Mquant,保密,2024-11-12 14:25:08,166,,湖南,49,回复 @战刀出鞘 :我看中国新闻网说22年12月27和解了,6,24238086,246641568385
清清呀呀,保密,2024-11-12 14:28:36,546,,中国香港,49,回复 @绝地吃鸡48 : 我看官媒报道两年前微念和她已经达成和解主动撤诉了，今天我看YouTube也同步更新了，说明号拿回来了，不然不可能同步更新的,3,502434809,246954534544
提灯找死丶萌萌锤,男,2024-11-12 14:38:50,706,,浙江,49,回复 @清清呀呀 :虽然官媒那么说了，但多半对方还使绊子卡着什么事，导致现在才重新拿回所有账号更新，B站应该是她先拿回来的，所以之前发了一个视频，所有账号都拿回来后才同步更新，也是为了所有粉丝一视同仁，毕竟咱子柒可是国际网红啊[滑稽],6,67518951,246955537232
被猫嫌弃的咸鱼,保密,2024-11-12 15:05:39,149,,山东,49,回复 @绝地吃鸡48 :应该是吧，不然不会更新，估计去年在处理账号找回的一些手续还有学新技能录视频啥的,6,25623746,246957837184
性价比研发工程师,保密,2024-11-12 15:30:42,495,,浙江,49,回复 @战刀出鞘 : 解决了，微念旗下李子柒相关商标全部无效，归四川李子柒公司所有。,6,605723572,246647172849
薯条Mochi,保密,2024-11-12 15:41:55,79,,广东,49,回复 @性价比研发工程师 :真好！一切重回正轨,6,23380431,246961014768
熊猫不是猫的熊,保密,2024-11-12 15:42:02,8,,陕西,49,回复 @性价比研发工程师 :6666,5,480321150,246648112145
犯花痴经常,保密,2024-11-12 16:14:26,179,,广东,49,回复 @性价比研发工程师 :如果是商标的话确实挺难搞的，一个流程最少走半年，她这种估计走了好几个流程，难怪停更这么久。[微笑],6,24123605,246963489088
臭臭搁浅,保密,2024-11-12 16:39:34,11,,广东,49,一周3更警告[雾山五行·犀川幻紫林_笑哭][雾山五行·犀川幻紫林_欣喜若狂],6,91717238,246965172176
无名の世界,男,2024-11-12 17:28:20,115,,四川,49,回复 @绝地吃鸡48 :账号早拿回来了，但是一些商业合同没到期，最长的好像是27年才到，我之前都做好等到27的准备了[笑哭],6,13430233,246967770224
一壶西云,男,2024-11-12 17:51:56,90,,浙江,49,账号一直是她的呀，只是之前商标不是她的，她拍视频就是给别人赚钱。,6,227504061,246655351969
albert900605,保密,2024-11-12 23:35:54,29,,福建,49,回复 @战刀出鞘 :是真的硬气啊！看看，这就是实力！！,5,245840437,246974957536
今天西瓜上市了嘛,保密,2024-11-13 00:34:29,32,,北京,49,回复 @性价比研发工程师 :谁懂啊，这才是真正的浴火重生,6,41749111,246977080144
正是在下刘潇洒,男,2024-11-13 02:57:52,55,,山东,49,李子柒是我唯一不想开弹幕的up主,6,5562199,246671123745
仓鼠宝宝呀--,保密,2024-11-13 03:05:43,40,,四川,49,回复 @正是在下刘潇洒 :不能开弹幕，开了啥也看不到，弹幕满屏[笑哭],5,20619609,246985416560
若梦无心,保密,2024-11-13 03:17:55,0,,湖南,49,回复 @正是在下刘潇洒 :确实,6,433777151,246672358305
追着星星的鱼尾,女,2024-11-13 03:44:22,0,,广东,49,回复 @一壶西云 :所以现在商标已经拿回了是吗？,5,451399390,246674098673
_Fis_,保密,2024-11-13 04:31:12,10,,浙江,49,应该是竞业限制年限到了[doge],5,49350648,246991991808
亓夊夊,保密,2024-11-13 04:39:46,2,,浙江,49,是三连发了,5,104316824,246992842688
冬瓜哥哥S,保密,2024-11-13 04:43:03,6,,安徽,49,回复 @性价比研发工程师 :为什么我看新闻说的，李子柒品牌产品包括天猫，抖音和线下还是微念在运营,6,10526406,246993080560
卢卡犀,保密,2024-11-13 04:46:06,47,,中国香港,49,回复 @性价比研发工程师 : 天猫京东等电商店还是微念运营的，卖出去的李子柒牌螺蛳粉一分钱都不会给李子柒本人。[嫌弃][嫌弃][嫌弃][嫌弃][嫌弃][嫌弃],5,55281998,246678912033
你别喵了,保密,2024-11-13 05:46:43,41,,广东,49,回复 @鱼莫哭 :笑死了，女生可以怎么怎么，你就破防啦[嗑瓜子]你可是天生搞对立的[滑稽],5,82655077,246683158529
你别喵了,保密,2024-11-13 05:49:13,32,,广东,49,回复 @鱼莫哭 :女性觉醒，你可急了[OK]雄鹰说了几千年，一说雌鹰就破防[喜极而泣],5,82655077,246683119761
不要再悲观,女,2024-11-13 06:08:55,25,,广东,49,回复 @鱼莫哭 : 夸夸女生你就有意见了，是你在搞对立吧,5,288043924,246999136272
休闲不是修仙,保密,2024-11-13 06:41:29,43,,辽宁,49,回复 @鱼莫哭 :没看明白你啥意思……如果子柒是男生，那弹幕一直说女生也可以怎么怎么，你要说是在搞对立我还能理解下，但是子柒是女生啊，弹幕说女生也可以怎么怎么，难道不是夸奖嘛，因为子柒就是明证啊。毕竟子柒那么娇小的女生，干的很多体力活可能男生都坚持不下来，难道夸奖一下就是在搞对立嘛，这么划分也太可怕了……,6,198378826,247001080336
性价比研发工程师,保密,2024-11-13 06:58:23,1,,浙江,49,回复 @卢卡犀 :商标都不是微念所有的了,6,605723572,246687305153
性价比研发工程师,保密,2024-11-13 06:59:08,1,,浙江,49,回复 @冬瓜哥哥S :假新闻 看最新的工商信息,6,605723572,246687180801
若梦无心,保密,2024-11-13 07:09:42,1,,湖南,49,回复 @亓夊夊 :看完啦,6,433777151,246687828449
阿大毛大毛,保密,2024-11-13 07:42:37,17,,广东,49,回复 @鱼莫哭 :不是你也太抽象了吧，夸女的可以怎么怎么样槽点在哪里？你搞对立搞魔怔了？只是夸女的可以做到什么事也能冒犯到你啊？,4,1726168698,246689672113
初为遇见丶,男,2024-11-13 09:01:38,31,,湖南,49,刚看了新华社采访视频 ， 其实事情在2022年底就解决了，  当时就准备发视频了。应为一个做小吃的嬢嬢一句话改变了她的想法，沉淀下来，用了三年时间拜访了100多位非遗传承人盒手艺人，走了20多个省，随便也带着奶奶到处走走玩玩。,6,71345326,247009927120
LARD咕咚,女,2024-11-13 09:13:41,1,,湖北,49,回复 @初为遇见丶 :那也好,6,224244304,247010747104
青云开,保密,2024-11-13 09:56:03,0,,四川,49,回复 @提灯找死丶萌萌锤 :我看超市还在卖李子柒牌的零食,6,10730072,246698548881
紧身袜,保密,2024-11-13 10:08:42,1,,江苏,49,回复 @鱼莫哭 : 我理解你的意思~ 不是说这句话搞对立，而是把外面搞对立得语气带进弹幕了,6,389059864,246699630577
花春风和白小楼,保密,2024-11-13 10:10:57,0,,江苏,49,回复 @卢卡犀 :商标现在归李子柒，和微念变成授权合作，李子柒控股。,6,105061438,247015229408
丶月夜恋风,保密,2024-11-13 10:24:12,0,,辽宁,49,k哦明天你看k妹子òj,6,21089938,247016385968
不吃草的白兔,保密,2024-11-13 11:03:21,1,,广东,49,回复 @冬瓜哥哥S :估计是有了分红和配比，以李子柒的知名度原公司不可能全部分手的，估计是各退一步,5,270374366,246704165761
saber的膝枕゜,男,2024-11-13 11:14:07,2,,贵州,49,回复 @鱼莫哭 :我看你才是搞对立的,6,25195244,247020896736
提灯找死丶萌萌锤,男,2024-11-13 12:00:16,0,,浙江,49,回复 @青云开 :李子柒那个品牌不是子柒的，是杭州微念公司的，就是和子柒打官司的那个公司，购物网站遇到的那个李子柒店也不是子柒的,6,67518951,247024803584
荚荚jiajia,保密,2024-11-13 12:29:09,0,,安徽,49,回复 @提灯找死丶萌萌锤 :那所以李子柒的吃的品牌螺蛳粉啥的，是有还是没有了,4,15584069,246711152945
提灯找死丶萌萌锤,男,2024-11-13 13:18:55,1,,浙江,49,回复 @荚荚jiajia :那个李子柒品牌就是微念的，和子柒本人没关系，反正那些网店或者商品印李子柒的都不是她本人的，都属于微念公司的,6,67518951,247031410064
属兔子的saya,保密,2024-11-13 16:39:54,3,,日本,49,回复 @鱼莫哭 :这要叫对立那说明你们男的还是被对立的太少了，至今都不懂为什么被对立,6,3812030,247048236608
诅咒都应验到你自己,保密,2024-11-13 23:12:37,0,,广西,49,回复 @犯花痴经常 :那些人太坏了，抢走人家的成果,5,344606579,246740310689
哪有瑟瑟,保密,2024-11-14 09:50:39,1,,广东,49,回复 @绝地吃鸡48 :你现在不就看的原来的号吗[笑哭]拿不回来就不在这发视频了,2,1710765309,247097248176
浩白可在,保密,2024-11-15 02:32:51,0,,广东,49,"这两年应该有不少素材, 应该是还在剪辑",5,287309008,247151124768
耀德诺技术服务,男,2024-11-27 12:54:12,1,,陕西,49,这家伙啥都会，木工、篾匠、建筑设计,4,1657904364,247857320673
漫步的蜗牛No1,保密,2024-11-12 09:19:32,5210,我天，幸福来的太突然了，连更两个[打call][打call][打call],四川,11,,5,421335120,246929207648
很像三梦奇缘,女,2024-11-12 12:54:36,90,,江西,11,姐姐在抖音留言说等下见[doge_金箍]估摸着应该还有不少存货,6,477270146,246946464624
smartbear119,保密,2024-11-12 13:07:34,133,,广东,11,几年的存货，希望一小时一更,5,123908739,246947596752
小钰钰叉会儿腰,保密,2024-11-12 14:16:22,2,,广东,11,好想哭,6,25890586,246640796017
提灯找死丶萌萌锤,男,2024-11-12 14:35:03,126,,浙江,11,回复 @smartbear119 :没必要那样更，一天一更两更我觉得不错，这样天天都有得看，免得子柒库存不够了咱又得眼巴巴等着[笑哭],6,67518951,246955098192
云天明打赏了死线扩散,保密,2024-11-12 15:17:21,22,,广西,11,回复 @提灯找死丶萌萌锤 :一周一更我都行啊[星星眼][星星眼][星星眼],4,343565430,246958945440
猫趴瓦,保密,2024-11-12 15:54:26,7,,吉林,11,两年的存货了，应该不止两个[doge_金箍],5,394947302,246962063696
PhIZ5,保密,2024-11-12 15:59:12,8,,重庆,11,估计是怕又打官司，把存货都上了,4,1312902862,246649417697
三日顾及,保密,2024-11-13 05:00:00,0,,湖南,11,哈哈哈哈哈哈,2,3546763002644735,246994440336
爱咋咋地爱谁谁哼,保密,2024-11-13 05:15:15,4,,山东,11,回复 @smartbear119 :好家伙，生长队的驴都不敢这么使啊[笑哭][笑哭][笑哭],6,333816392,246681036449
华灵林欣,男,2024-11-17 14:39:54,0,,上海,11,回复 @PhIZ5 : 官司问题已经解决了。,5,132798378,247057115313
莉柚星球,女,2024-12-09 13:06:29,0,,福建,11,真好啊,6,399896638,249259138000
星星不清-,保密,2024-11-12 09:19:30,2541,哇哇哇，子柒老师！,四川,23,,2,1357295285,246617509649
